Title, Time, Description, Source
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwiE9_y93tuJAxWGk4QIHYrTEXQQxfQBegQICBAC&usg=AOvVaw0gsN4dtVovPAfo07I0UNaI 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, Donald Trump said on Thursday he would establish a government efficiency commission headed by billionaire supporter Elon Musk if he wins the Nov. 5 election, https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwiE9_y93tuJAxWGk4QIHYrTEXQQxfQBegQIBRAC&usg=AOvVaw1khqJpprfmV13D0Q6kobXV 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwiE9_y93tuJAxWGk4QIHYrTEXQQxfQBegQIARAC&usg=AOvVaw2SfsMcvkE3kwxoOykO_MJl 
What's behind Elon Musk's massive effort to elect Trump, 3 weeks ago, The world's richest man Elon Musk is now a powerful mega donor for Donald Trump. Musk is using his vast resources to campaign for him in Pennsylvania and.., https://www.pbs.org/newshour/show/whats-behind-elon-musks-massive-effort-to-elect-trump&sa=U&ved=2ahUKEwiE9_y93tuJAxWGk4QIHYrTEXQQxfQBegQIBBAC&usg=AOvVaw1xe21RsNWSKKSVG1WC-k8w 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwiE9_y93tuJAxWGk4QIHYrTEXQQxfQBegQIBxAC&usg=AOvVaw0WEsw7Zg6ocbCJvwBZJw1A 
What Elon Musk Really Wants, 4 weeks ago, In Elon Musk's vision of human history Donald Trump is the singularity. If Musk can propel Trump back to the White House it will mark the moment that his own.., https://www.theatlantic.com/books/archive/2024/10/donald-trump-is-elon-musks-trojan-horse/680309/&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgEEAI&usg=AOvVaw3iOTrlU4SfVTAPAfo9E6Yv 
At Mar-a-Lago ‘Uncle’ Elon Musk Puts His Imprint on the Trump Transition, 1 day ago, He's on the patio. He's on the golf course. Everywhere Donald Trump looks there is the world's richest man, https://www.nytimes.com/2024/11/13/us/politics/musk-trump-transition-mar-a-lago.html&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgJEAI&usg=AOvVaw2Jkb9vV2byLCW6XnSmhfhA 
Justice Department warns Elon Musk that his $1 million giveaway to registered voters may be illegal, 3 weeks ago, The Justice Department warned Elon Musk's America PAC in recent days that his $1 million sweepstakes to registered voters in swing states may violate.., https://www.cnn.com/2024/10/23/politics/elon-musk-justice-department-letter/index.html&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgIEAI&usg=AOvVaw1KMSTVYGJDkReVVyCwhjms 
Elon Musk could be the biggest winner of a second Trump term, 1 week ago, Elon Musk could reap numerous benefits from a friendly government run by Donald Trump, https://www.nbcnews.com/tech/tech-news/elon-musk-trump-endorses-pac-administration-cabinet-connection-rcna178549&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgAEAI&usg=AOvVaw2sjrLOcF1XcUES7foeeRPn 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgDEAI&usg=AOvVaw38RDA_0njQTX7DizCuD8MC 
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgCEAI&usg=AOvVaw27yxz3YPQe-Xz9zrZJgY8D 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgGEAI&usg=AOvVaw3UBG2wlAGGYdS_B3PBV1FD 
How Elon Musk has turned X into a pro-Trump machine, 3 months ago, Nearly two years after Elon Musk bought Twitter and turned it into X the billionaire is leveraging its power as a source of real-time news for millions of.., https://www.cnn.com/2024/08/13/tech/elon-musk-donald-trump-x/index.html&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgBEAI&usg=AOvVaw1uUruXkVrl-B-D_S6z6yDj 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgHEAI&usg=AOvVaw1PhDKbqopX4rsx3da11rBs 
Elon Musk peddles debunked 2020 election conspiracies at first solo town hall supporting Trump, 1 month ago, Elon Musk promoted several debunked conspiracy theories about the 2020 election during his first solo town hall Thursday in Pennsylvania as he urged voters.., https://www.cnn.com/2024/10/17/media/elon-musk-dominion-voting-misinformation/index.html&sa=U&ved=2ahUKEwjT2Yu-3tuJAxUOSTABHRM6Dp04ChDF9AF6BAgFEAI&usg=AOvVaw1eDlaZF8ccMqNQDx2au7CA 
Musk’s plan to cut $2 trillion in U.S. spending could bring economic turmoil, 2 weeks ago, Deep budget cuts would be required to meet the billionaire Trump supporter's goal. He appeared to acknowledge some risks on Tuesday. 7 min. Elon Musk at.., https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQICBAC&usg=AOvVaw1Wzjuj6XuY-Ziu1LeTuwg- 
U.S. Agencies Fund and Fight With Elon Musk. A Trump Presidency Could Give Him Power Over Them., 3 weeks ago, The New York Times has compiled an accounting of Mr. Musk's multipronged business arrangements with the federal government, https://www.nytimes.com/2024/10/20/us/politics/elon-musk-federal-agencies-contracts.html&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQICRAC&usg=AOvVaw0ktcNIShNf6nYKR-Tetu0b 
Elon Musk may already be overstaying his welcome in Trump's orbit, 22 hours ago, Sources said that Musk's near-constant presence at Mar-a-Lago in the week since Election Day had begun to wear on people who've been in Trump's inner.., https://www.nbcnews.com/tech/tech-news/elon-musk-trump-donald-mar-a-lago-appointment-position-rcna179826&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIAxAC&usg=AOvVaw2-8nJYHg_k6I2i_3Gh9JdR 
Elon Musk’s daily $1 million giveaway to registered voters could be illegal experts say, 3 weeks ago, While stumping for former President Donald Trump on Saturday tech billionaire Elon Musk announced that he will give away $1 million each day to registered.., https://www.cnn.com/2024/10/20/politics/elon-musk-voter-giveaway-legal-questions/index.html&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIBBAC&usg=AOvVaw1moyx9cl1IgFpF5KxNg7rX 
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIBRAC&usg=AOvVaw3NKZnUhF1FcAyqPUUjvZDY 
Why the Guardian is no longer posting on X, 22 hours ago, We will stop posting from our official editorial accounts on the platform but X users can still share our articles, https://www.theguardian.com/media/2024/nov/13/why-the-guardian-is-no-longer-posting-on-x&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIBhAC&usg=AOvVaw2_3n_YdP6MidylCXWvSeJP 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, Donald Trump said on Thursday he would establish a government efficiency commission headed by billionaire supporter Elon Musk if he wins the Nov. 5 election, https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIBxAC&usg=AOvVaw0-bCyVXDCsc3kjG3FqUoZU 
Elon Musk has given $75 million so far to put Donald Trump back in the White House, 1 month ago, Elon Musk is among the largest financial supporters of Donald Trump's reelection efforts new FEC filings show. He and two other megadonors collectively.., https://www.npr.org/2024/10/16/g-s1-28591/elon-musk-donald-trump-america-pac-fec&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIARAC&usg=AOvVaw3lhtkDTTo9nQsh0t4qnhjB 
What's behind Elon Musk's massive effort to elect Trump, 3 weeks ago, The world's richest man Elon Musk is now a powerful mega donor for Donald Trump. Musk is using his vast resources to campaign for him in Pennsylvania and.., https://www.pbs.org/newshour/show/whats-behind-elon-musks-massive-effort-to-elect-trump&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIAhAC&usg=AOvVaw0aGQAVZB5pS5UoasxoaURB 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwiez62-3tuJAxWrQjABHb0EB2cQxfQBegQIABAC&usg=AOvVaw18Eu5UI0HS5w8tmqhF4XK6 
At Mar-a-Lago ‘Uncle’ Elon Musk Puts His Imprint on the Trump Transition, 1 day ago, He's on the patio. He's on the golf course. Everywhere Donald Trump looks there is the world's richest man, https://www.nytimes.com/2024/11/13/us/politics/musk-trump-transition-mar-a-lago.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgCEAI&usg=AOvVaw3DiBm7f4CtWkYlZIZHUc7s 
Justice Department warns Elon Musk that his $1 million giveaway to registered voters may be illegal, 3 weeks ago, The Justice Department warned Elon Musk's America PAC in recent days that his $1 million sweepstakes to registered voters in swing states may violate.., https://www.cnn.com/2024/10/23/politics/elon-musk-justice-department-letter/index.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgJEAI&usg=AOvVaw1ix5lz5QA73uH_vyvPEIPs 
Elon Musk could be the biggest winner of a second Trump term, 1 week ago, Elon Musk could reap numerous benefits from a friendly government run by Donald Trump, https://www.nbcnews.com/tech/tech-news/elon-musk-trump-endorses-pac-administration-cabinet-connection-rcna178549&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgEEAI&usg=AOvVaw2hwLUAvusbp2ur0pvTNjGm 
Elon Musk is backing Donald Trump. Could that hurt Tesla?, 3 months ago, Tesla CEO Elon Musk applauds as Israeli Prime.., https://www.npr.org/2024/07/24/nx-s1-5049715/elon-musk-donald-trump-tesla&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgHEAI&usg=AOvVaw1yvd2T0nC1j-6uC6ztPRlY 
Elon Musk bet big on Trump. Here’s what he stands to gain — and lose — from his win, 1 week ago, No single business leader did more to support former President Donald Trump's candidacy than Elon Musk. But the billionaire and his business empire face.., https://www.cnn.com/2024/11/06/business/elon-musk-election-bet/index.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgDEAI&usg=AOvVaw1VSx_dO4i1pG4RKKBXlvXM 
2 years in Trump surrogate Elon Musk has remade X as a conservative megaphone, 3 weeks ago, It's been nearly two years since Elon Musk bought Twitter and turned it into X. He has turned the platform into a megaphone for himself and increasingly.., https://www.npr.org/2024/10/22/nx-s1-5156184/elon-musk-trump-election-x-twitter&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgGEAI&usg=AOvVaw3CTvfXr5H-CyQSuuLe0dEb 
How Elon Musk has turned X into a pro-Trump machine, 3 months ago, Nearly two years after Elon Musk bought Twitter and turned it into X the billionaire is leveraging its power as a source of real-time news for millions of.., https://www.cnn.com/2024/08/13/tech/elon-musk-donald-trump-x/index.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgIEAI&usg=AOvVaw0GkRU-tp2e2XQQPIIE0-Qb 
Elon Musk exerts deepening influence on Donald Trump’s presidential transition, 3 days ago, Donald Trump's Mar-a-Lago club has been brimming in the last 48 hours with two kinds of people: those angling for a job in the president-elect's incoming.., https://www.cnn.com/2024/11/10/politics/musk-trump-influence-transition/index.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgFEAI&usg=AOvVaw0I7QR1p6onf-QUlF_m_xgN 
Elon Musk peddles debunked 2020 election conspiracies at first solo town hall supporting Trump, 1 month ago, Elon Musk promoted several debunked conspiracy theories about the 2020 election during his first solo town hall Thursday in Pennsylvania as he urged voters.., https://www.cnn.com/2024/10/17/media/elon-musk-dominion-voting-misinformation/index.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgAEAI&usg=AOvVaw2HV6W0o50DbkFxO-hLvszW 
Elon Musk is going all-in on Donald Trump, 3 months ago, And the Wall Street Journal citing people familiar with the matter reported Monday that Musk is now planning on supporting Trump's presidential campaign by.., https://www.cnn.com/2024/07/16/business/musk-trump-support/index.html&sa=U&ved=2ahUKEwiW3r--3tuJAxUQibAFHZF1M5I4ChDF9AF6BAgBEAI&usg=AOvVaw1SAI1idtQN9BcYxgf9lMjt 
Musk’s plan to cut $2 trillion in U.S. spending could bring economic turmoil, 2 weeks ago, Deep budget cuts would be required to meet the billionaire Trump supporter's goal. He appeared to acknowledge some risks on Tuesday. 7 min. Elon Musk at.., https://www.washingtonpost.com/business/2024/10/29/elon-musk-2-trillion-budget-cuts-trump-election/&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIBhAC&usg=AOvVaw3bCfW2k1BPie-N92kwR6fM 
U.S. Agencies Fund and Fight With Elon Musk. A Trump Presidency Could Give Him Power Over Them., 3 weeks ago, The New York Times has compiled an accounting of Mr. Musk's multipronged business arrangements with the federal government, https://www.nytimes.com/2024/10/20/us/politics/elon-musk-federal-agencies-contracts.html&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQICRAC&usg=AOvVaw01khFSoDn3Ow15kAP7wxIn 
Elon Musk may already be overstaying his welcome in Trump's orbit, 22 hours ago, Sources said that Musk's near-constant presence at Mar-a-Lago in the week since Election Day had begun to wear on people who've been in Trump's inner.., https://www.nbcnews.com/tech/tech-news/elon-musk-trump-donald-mar-a-lago-appointment-position-rcna179826&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIARAC&usg=AOvVaw3eTYJuKRihvwthZ6reibq3 
Elon Musk’s daily $1 million giveaway to registered voters could be illegal experts say, 3 weeks ago, While stumping for former President Donald Trump on Saturday tech billionaire Elon Musk announced that he will give away $1 million each day to registered.., https://www.cnn.com/2024/10/20/politics/elon-musk-voter-giveaway-legal-questions/index.html&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIBRAC&usg=AOvVaw2HwaNhBtlYFK-re5-aPSpe 
Why the Guardian is no longer posting on X, 22 hours ago, We will stop posting from our official editorial accounts on the platform but X users can still share our articles, https://www.theguardian.com/media/2024/nov/13/why-the-guardian-is-no-longer-posting-on-x&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQICBAC&usg=AOvVaw2epJs-Sv1uhZUYh9DZw-r9 
Exclusive | Elon Musk Has Said He Is Committing Around $45 Million a Month to a New Pro-Trump Super PAC, 3 months ago, Other backers of America PAC include Palantir Technologies co-founder Joe Lonsdale and the Winklevoss twins ... Elon Musk has said he plans to commit around $45.., https://www.wsj.com/politics/elections/elon-musk-has-said-he-is-committing-around-45-million-a-month-to-a-new-pro-trump-super-pac-dda53823&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIABAC&usg=AOvVaw2aJm2UhsOWi-ViXQi5eEQ7 
Trump says he will tap Musk to lead government efficiency commission if elected, 2 months ago, NEW YORK Sept 5 (Reuters) - Republican presidential candidate Donald Trump said on Thursday he would establish a government efficiency commission headed by.., https://www.reuters.com/world/us/trump-adopt-musks-proposal-government-efficiency-commission-wsj-reports-2024-09-05/&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIBBAC&usg=AOvVaw1xr39CTcT2rLA7opJkgX0E 
Elon Musk has given $75 million so far to put Donald Trump back in the White House, 1 month ago, Elon Musk is among the largest financial supporters of Donald Trump's reelection efforts new FEC filings show. He and two other megadonors collectively.., https://www.npr.org/2024/10/16/g-s1-28591/elon-musk-donald-trump-america-pac-fec&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIBxAC&usg=AOvVaw1YRrZWGLDRpTf3BTAiXyBr 
Elon Musk has often inflamed politically tense moments raising worries for the US election, 1 month ago, As Election Day draws nearer social media posts by X owner Elon Musk are raising concerns that he will use his immense platform to question the legitimacy.., https://apnews.com/article/elon-musk-x-election-voting-trump-misinformation-3479f2348f6ec47ce641ddf20fd6ce4e&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIAhAC&usg=AOvVaw3jx0AoNlGfCNFvH1cP59MF 
What Elon Musk Really Wants, 4 weeks ago, In Elon Musk's vision of human history Donald Trump is the singularity. If Musk can propel Trump back to the White House it will mark the moment that his own.., https://www.theatlantic.com/books/archive/2024/10/donald-trump-is-elon-musks-trojan-horse/680309/&sa=U&ved=2ahUKEwiKwti-3tuJAxUITDABHd2VKuIQxfQBegQIAxAC&usg=AOvVaw3ukK9X0xM8csHVPW6_dbSD 
